new_id	phase	P__Bacteroidetes	P__Firmicutes	P__Proteobacteria	P__Verrucomicrobia	P__Actinobacteria	P__Fusobacteria	P__Tenericutes	K__Bacteria	P__Spirochaetes	P__Cyanobacteria.Chloroplast	P__Synergistetes	P__Candidatus_Saccharibacteria	P__Lentisphaerae	P__Elusimicrobia	P__Parcubacteria	P__Deferribacteres	P__Deinococcus.Thermus	NA	P__Acidobacteria	P__Microgenomates	P__Chloroflexi	P__Armatimonadetes
2020-023_PSC_0640	BL	6500	4408	933	121	56	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0642	BL	7011	30638	18250	5370	455	0	0	3	2	0	0	40	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0643	BL	6145	4982	1133	559	2	182	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0644	BL	15615	16630	1311	26	42	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0647	BL	4615	12764	10042	0	3131	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0648	BL	100	6190	13489	0	8	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0649	BL	11673	9269	463	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0651	BL	0	16600	24457	0	364	17	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0652	BL	6467	11474	3906	62	143	0	0	43	0	25	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0653	BL	2039	12752	4371	8	75	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0654	BL	13403	16466	1599	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2020-023_PSC_0655	BL	10143	9799	1902	39	206	0	0	23	0	0	0	0	19	0	0	0	0	0	0	0	0	0
2020-023_PSC_0657	BL	181	20553	676	0	86	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
2020-023_PSC_0658	BL	9452	8286	4094	293	916	0	0	2	0	0	173	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0659	BL	3863	8803	86	0	538	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0660	BL	20371	19672	9499	12	297	0	0	7	0	2	0	9	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0663	BL	1959	6251	9980	0	68	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0664	BL	10803	15386	2708	398	96	0	0	143	0	0	27	9	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0665	BL	11071	10508	7901	167	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0666	BL	17909	9982	3446	1573	374	0	0	4	0	17	183	0	0	0	0	0	0	3	0	0	0	0
2020-023_PSC_0667	BL	8447	21117	598	98	523	0	0	177	0	0	0	0	24	0	0	0	0	0	0	0	0	0
2020-023_PSC_0669	BL	12871	7774	3697	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0670	BL	6214	4497	882	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0671	BL	16065	3303	6791	0	103	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0673	BL	8616	9318	584	0	109	0	6	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0675	BL	6824	4390	6214	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0678	BL	7794	3317	4594	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0680	BL	10256	5750	1870	59	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0681	BL	34156	18048	1664	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0683	BL	11645	8093	2832	0	54	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0684	BL	21161	19103	1334	0	2823	7	0	20	0	6	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0685	BL	18343	8207	2296	0	236	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0687	BL	14887	8315	5345	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0688	BL	15758	8291	5615	0	285	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0689	BL	6743	2758	1681	0	75	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0691	BL	4116	4743	8954	437	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0694	BL	22561	20384	6296	25	524	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0695	BL	6434	2401	1270	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0696	BL	9446	7785	5091	4	57	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0698	BL	4642	4953	562	263	44	0	0	95	0	5	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0699	BL	8263	8422	13840	2842	159	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0700	BL	13130	18026	5481	0	3111	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0701	BL	12300	14145	3995	0	487	111	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0702	BL	7271	4546	442	0	26	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0704	BL	8455	3266	3820	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0705	BL	14285	4907	33	5	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0706	BL	12717	21996	10218	385	255	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0707	BL	21141	27025	13212	510	3062	10	0	2	0	0	164	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0709	BL	12501	7233	5263	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0710	BL	15945	5683	10457	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0712	BL	11739	9535	3811	0	5	0	0	99	0	685	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0713	BL	9780	15061	659	0	1424	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0714	BL	18618	4535	209	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0716	BL	30615	30548	2147	3238	63	8	0	0	0	4	0	15	0	0	0	0	0	0	5	0	0	0
2020-023_PSC_0717	BL	7801	11264	5470	676	328	2	0	149	0	12	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0718	BL	16146	26746	298	9	596	5	0	534	0	0	8	9	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0719	BL	7680	3255	6165	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0720	BL	9	31871	834	16	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0722	BL	16045	11046	4172	240	136	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0723	BL	7522	15492	5377	0	535	0	0	26	0	5	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0724	BL	2851	5892	1260	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0725	BL	7262	7303	260	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0727	BL	6043	17330	6493	0	38	0	0	1470	0	0	0	0	0	182	0	0	0	0	0	0	0	0
2020-023_PSC_0728	BL	7373	7770	1041	0	380	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0729	BL	12030	8758	7424	0	247	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0730	BL	10532	6447	3228	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0731	BL	19868	9593	2966	0	910	0	0	0	0	0	0	106	0	0	3	0	0	0	0	0	0	0
2020-023_PSC_0733	BL	5378	8092	2183	0	38	746	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0734	BL	48	10354	35181	0	44	24	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0737	BL	20229	21207	20665	31	495	0	0	22	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2020-023_PSC_0738	BL	8450	7507	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0743	BL	17436	2859	220	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0745	BL	12751	9274	4871	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0746	BL	7553	14488	1803	0	150	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0748	BL	2433	8696	1118	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0749	BL	24935	35573	19484	0	311	0	0	0	0	27	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0750	BL	3193	6085	403	0	67	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0751	BL	17000	11348	546	0	909	0	0	2752	0	0	0	3	2	0	0	0	0	0	0	0	0	0
2020-023_PSC_0752	BL	6063	7325	524	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0753	BL	2456	9015	198	157	615	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0754	BL	7114	5745	1522	0	279	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0755	BL	17978	15569	5321	4	453	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0757	BL	3372	9147	358	0	27	0	0	299	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0760	BL	6192	14131	482	54	2035	3	0	56	0	2	0	12	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0761	BL	4143	7490	1215	6	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0763	BL	18527	6218	4256	8	733	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0764	BL	4081	6576	338	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0765	BL	3563	7095	1712	551	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0766	BL	3337	3663	3282	12	34	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0768	BL	39239	12017	4132	344	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0769	BL	7857	10166	5315	0	64	0	0	121	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0770	BL	11188	9095	70	0	181	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0771	BL	15625	14588	3895	918	464	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0772	BL	10215	5553	3263	225	89	0	0	48	0	3	0	0	19	0	0	0	0	0	0	0	0	0
2020-023_PSC_0773	BL	4182	7397	2664	0	93	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0774	BL	7276	8668	1384	0	80	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0775	BL	15039	19011	1621	0	570	0	0	0	0	16	0	18	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0778	BL	11596	10802	2450	1232	971	0	0	1460	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0779	BL	18407	11870	2432	0	192	0	0	132	0	0	102	7	52	0	0	0	0	0	0	0	0	0
2020-023_PSC_0780	BL	9840	8965	1163	27	696	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0781	BL	8924	16561	460	105	222	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0783	BL	14463	11598	3509	73	303	0	0	110	0	0	0	0	3	0	0	0	0	0	0	0	0	0
