new_id	phase	C__Actinobacteria	C__Gammaproteobacteria	C__Betaproteobacteria	C__Flavobacteriia	C__Bacilli	C__Bacteroidia	C__Chloroplast	C__Clostridia	C__Alphaproteobacteria	P__Parcubacteria	C__Fusobacteriia	C__Sphingobacteriia	C__Negativicutes	K__Bacteria	P__Firmicutes	C__Cyanobacteria	C__Erysipelotrichia	NA	C__Deltaproteobacteria	P__Proteobacteria	P__Bacteroidetes	C__Cytophagia	C__Epsilonproteobacteria	P__SR1	P__Candidatus_Saccharibacteria	C__Verrucomicrobiae	C__Deferribacteres	C__Thermomicrobia	P__Chloroflexi	C__Chloroflexia	C__Acidobacteria_Gp6	C__Acidobacteria_Gp4	C__Spirochaetia	C__Deinococci	C__Acidobacteria_Gp3	C__Fibrobacteria	C__Mollicutes	C__Acidobacteria_Gp1	C__Planctomycetia	C__Oligoflexia	C__Acidobacteria_Gp16	C__Thermoleophilia	P__Verrucomicrobia	C__Armatimonadia	P__Cyanobacteria.Chloroplast	P__Actinobacteria	C__Chitinivibrionia	C__Gemmatimonadetes	C__Nitrospira	P__Planctomycetes	C__Anaerolineae	P__Latescibacteria	C__Endomicrobia	C__Dehalococcoidia	C__Subdivision3	C__Acidobacteria_Gp5	C__Caldilineae	C__Holophagae	C__Spartobacteria	C__Phycisphaerae	C__Ignavibacteria	C__Armatimonadetes_gp2	P__Microgenomates	C__Candidatus_Cloacamonas	C__Synergistia	P__candidate_division_WPS.1	C__Opitutae	C__Acidobacteria_Gp17	C__Acidobacteria_Gp22	C__Armatimonadetes_gp5	C__Acidobacteria_Gp2	C__Caldisericia	C__Acidobacteria_Gp10	C__Acidobacteria_Gp7	C__Chlamydiia	C__Acidobacteria_Gp23	C__Fimbriimonadia	P__Acidobacteria	C__Armatimonadetes_gp4	P__Lentisphaerae
2020-023_PSC_0129	BL	79	21	20	12	39	21	31	49	0	0	0	6	7	21	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0130	BL	542	5431	2015	260	107	1484	2268	944	743	225	0	157	0	1393	0	0	0	0	141	541	0	0	0	112	365	0	0	0	0	0	68	355	0	0	0	0	201	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0131	BL	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0134	BL	955	642	1292	551	609	1039	274	1076	554	773	0	0	0	373	0	0	0	13	0	423	122	162	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0135	BL	255	825	3060	265	276	0	0	1091	0	655	0	0	0	218	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0137	BL	592	148	224	89	226	456	33	286	116	19	3	7	41	34	0	0	8	20	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0139	BL	1670	2584	1723	1444	1385	291	104	155	466	391	0	113	996	768	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0140	BL	48	131	81	8	29	24	24	38	132	63	0	14	0	40	9	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0141	BL	191	105	117	28	108	42	121	204	48	68	0	64	49	236	0	0	0	31	21	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0142	BL	3387	8972	684	592	1137	1700	1071	1285	923	544	0	0	303	1369	0	0	0	75	175	0	101	3	0	389	750	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0144	BL	255	774	63	69	245	6	43	76	587	64	0	13	6	51	0	0	0	5	6	14	0	0	0	0	29	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0145	BL	85	257	6	34	25	776	0	644	0	0	0	5	0	17	38	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0146	BL	5	23	72	0	0	27	0	13	3	4	0	13	0	0	0	7	11	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0147	BL	379	1825	509	60	195	335	184	737	493	141	0	80	0	375	0	19	0	24	52	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0149	BL	762	631	1943	414	1902	0	387	1325	750	2	0	167	0	159	0	0	0	0	0	395	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0150	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0151	BL	268	176	32	0	21	92	126	54	34	42	0	6	0	70	0	3	22	19	6	4	0	14	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0152	BL	1126	813	717	5475	617	611	222	685	182	69	24	43	0	358	0	0	0	4	163	42	23	109	0	0	53	0	0	0	0	7	35	5	31	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0153	BL	222	422	687	3826	27	130	59	156	160	135	0	59	0	301	5	0	16	0	63	76	0	46	37	24	55	0	0	0	0	6	9	0	6	0	166	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0154	BL	2217	2883	3493	602	386	534	531	1078	230	532	0	11	0	133	0	0	0	97	18	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0155	BL	3096	3563	1851	499	764	0	2309	1939	2586	1270	0	121	0	1311	0	0	162	0	76	324	541	226	0	386	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	199	0	0	0	0	0	57	0	0	102	0	0	0	0	0	0	8	0	0	0	0	0	0	0
2020-023_PSC_0156	BL	101	582	48	270	24	1154	45	940	130	32	0	14	11	58	0	0	126	0	19	3	9	4	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0161	BL	0	52	44	0	12	98	24	131	12	0	0	0	0	16	0	0	0	0	46	24	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0162	BL	21	1469	299	548	1927	817	0	163	287	265	0	125	0	478	0	0	0	4	0	0	116	135	0	181	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0164	BL	233	25	35	71	145	61	15	60	27	55	0	0	7	45	16	0	0	8	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0165	BL	618	82	78	22	230	32	64	365	71	46	9	14	0	76	9	0	0	7	32	42	0	16	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0166	BL	48	612	578	0	289	0	0	380	35	0	0	18	0	262	0	0	0	0	56	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0167	BL	1038	3476	2639	292	800	2797	1823	6649	2180	845	0	261	0	2427	0	0	0	218	339	618	0	116	0	2	799	0	0	0	0	0	0	0	16	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0168	BL	2092	827	679	228	47	476	731	757	1216	728	0	342	99	545	0	0	0	7	0	0	0	194	0	0	1030	0	0	0	0	0	0	145	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0170	BL	1747	885	1364	549	1046	524	343	1419	1641	478	0	320	0	837	0	0	0	0	174	368	272	0	0	0	0	41	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0172	BL	143	103	263	177	33	331	29	315	55	74	0	32	0	44	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0174	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0175	BL	1411	4892	1270	360	1311	333	886	1221	1077	595	0	117	0	847	0	77	0	0	200	430	112	192	189	0	1260	135	0	0	0	0	0	83	0	0	238	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0176	BL	3800	4785	6592	764	3	2052	1140	6006	4048	1458	0	0	507	803	0	0	0	0	0	0	790	433	0	854	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0179	BL	329	1624	4080	0	3312	1414	0	7871	749	533	0	0	0	685	0	0	0	14	108	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0180	BL	714	3073	2426	0	1413	0	682	389	415	564	0	131	0	355	0	0	0	8	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0182	BL	2746	1985	3104	823	535	896	3086	2008	1615	1296	0	0	159	1820	0	126	0	339	823	164	5	0	0	0	314	0	0	0	0	0	201	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0183	BL	333	129	224	35	144	157	53	119	77	64	0	46	74	109	0	0	0	3	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0184	BL	387	140	180	159	41	4742	0	6866	83	49	55	167	1021	196	438	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0185	BL	1961	686	780	552	1014	241	803	2029	369	566	0	0	154	1169	0	148	0	9	251	354	44	175	267	0	149	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0190	BL	852	65	608	125	746	0	100	886	74	332	0	0	0	4	0	0	0	23	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0191	BL	1493	307	2553	248	91	0	1446	1324	496	638	0	0	123	1305	158	0	0	52	119	43	169	0	0	0	445	0	0	0	0	0	0	0	147	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
2020-023_PSC_0194	BL	6	10	18	3	4	14	0	22	0	4	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0196	BL	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0199	BL	3	45	62	49	21	68	11	39	6	5	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0200	BL	178	253	94	648	72	275	74	80	194	16	0	13	129	174	5	0	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0202	BL	184	710	432	59	769	594	65	426	198	118	0	0	0	278	0	0	68	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0204	BL	1675	0	4643	896	685	0	641	339	393	443	0	331	0	873	0	0	0	0	20	0	0	0	257	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0205	BL	432	1156	484	471	154	0	151	0	619	132	0	106	0	505	0	0	0	31	66	193	129	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0206	BL	5032	4142	6494	932	508	0	3295	3035	1678	1698	0	617	183	2737	358	0	2	0	416	881	339	751	0	0	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0207	BL	5074	9325	1395	2847	892	973	127	430	791	149	140	0	0	102	160	0	0	0	0	0	88	0	0	311	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0208	BL	60	61	19	0	15	0	77	6	9	11	0	5	4	26	0	0	0	3	4	0	0	0	9	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0210	BL	1715	1104	651	0	879	0	124	531	675	94	0	10	324	351	0	0	0	38	0	9	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0213	BL	117	295	649	0	122	171	116	212	5	127	0	3	0	306	0	0	0	9	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0214	BL	852	816	803	369	554	823	1194	838	558	640	0	71	0	769	0	106	227	0	211	310	0	0	135	0	230	0	0	0	0	32	0	0	0	0	12	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0215	BL	202	200	597	0	743	4232	35	5511	24	19	0	47	368	183	165	0	0	38	80	0	0	0	0	0	15	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0216	BL	928	938	432	96	687	433	42	557	569	170	68	99	0	258	0	0	0	0	7	31	0	7	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0218	BL	6243	2379	4558	1318	1513	446	1866	1627	1507	1795	0	47	697	3823	55	0	424	202	0	538	0	396	0	0	1133	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0219	BL	2271	2767	6972	0	2187	957	5079	3790	1153	1188	0	0	0	364	0	0	0	0	0	619	0	0	0	0	303	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0220	BL	50	181	94	0	0	9	63	241	50	48	0	0	6	91	0	0	0	7	32	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0221	BL	2148	672	1887	1061	579	3	0	0	1732	113	0	0	0	1212	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0222	BL	44	15	87	0	32	1057	8	874	14	0	0	0	43	4	0	0	2	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0223	BL	1163	2812	1643	7102	96	17	171	158	670	187	0	316	0	847	0	0	0	0	38	125	142	164	92	0	135	0	0	0	0	0	0	0	0	0	99	0	0	0	4	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0224	BL	356	38	57	46	21	66	51	111	63	76	0	17	0	67	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0225	BL	1503	239	297	464	770	0	128	808	275	193	0	197	0	134	0	190	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0226	BL	983	2380	767	0	2345	2012	0	1664	430	189	0	192	0	2	0	0	0	0	235	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0229	BL	119	149	111	232	73	119	24	23	24	4	0	0	0	20	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0230	BL	102	498	376	2969	39	145	43	42	143	42	0	22	0	241	3	0	0	19	93	77	61	0	0	0	24	0	0	0	0	0	0	30	0	0	39	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0236	BL	0	29695	37	0	55485	5	7	2	4	8	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0237	BL	3246	1802	4687	1062	0	686	1510	1534	6295	3053	0	1373	0	1226	0	3641	0	0	2264	0	0	0	0	0	259	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0238	BL	654	1606	1887	2	613	0	243	720	668	295	0	0	0	1118	0	0	0	42	0	0	280	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0240	BL	782	2775	558	192	657	2197	437	2844	424	98	0	39	0	540	57	0	66	40	96	0	0	264	0	0	116	28	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0241	BL	45	30	12	0	25	12	2	19	14	18	0	0	0	20	0	2	0	3	0	9	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
